,Length,Width,Views last 7 days,Price_in_Euro,clusters,cluster
166,-0.4864273346417487,-0.6292442087620274,-0.11893619859573992,-0.30725404047379556,3,Dark purple
167,-1.20346540851211,-1.2811382944249325,-0.44775972439477935,-0.30725404047379556,3,Dark purple
168,-0.8699593276421745,-0.9180580441823019,0.7192414161861252,-0.30725404047379556,3,Dark purple
169,-0.9533358478596584,-0.9510653396589047,0.40976045072820577,-0.30725404047379556,3,Dark purple
170,-1.4535949691645615,-1.2811382944249325,0.22922988754441945,-0.3061852045590386,3,Dark purple
171,-0.9933565775640507,-1.0748426976961651,0.9126670195973249,-0.30484274665010386,3,Dark purple
172,-1.1367641923381229,-1.2151237034717268,-0.20275396007392643,-0.306328428571616,3,Dark purple
173,-1.0784006281858842,-1.1491091125185213,0.003566683564686529,-0.30495069907749434,3,Dark purple
174,-1.2001303477034106,-1.3636565331164396,0.4484455714104457,-0.30505865150488476,3,Dark purple
175,-0.8949722837074198,-0.909806220313151,0.13896460595252627,-0.3065058553334657,3,Dark purple
176,-1.006696820798848,-1.2893901182940832,0.8675343788013783,-0.3065058553334657,3,Dark purple
177,-0.42806377048951005,-0.4559559075098628,0.8417442983465517,-0.30671962251641705,3,Dark purple
178,-0.883299570876972,-0.9675689873972061,0.010014203678393185,-0.30671962251641705,3,Dark purple
179,-0.883299570876972,-0.9675689873972061,-0.11893619859573992,-0.30671962251641705,3,Dark purple
180,-1.0200370640336456,-0.992324459004658,-0.5186824456455525,-0.30671962251641705,3,Dark purple
181,-1.1217564186989757,-1.2233755273408777,-0.2092014801876331,-0.30671962251641705,3,Dark purple
182,-0.7599023209550958,-0.7942806861450415,0.3710753300459659,-0.30671962251641705,3,Dark purple
183,-1.028374716055394,-0.8933025725748496,0.5645009334571656,-0.30570422839739797,3,Dark purple
184,-1.1701148004251165,-1.4049156524621929,0.0358042841332198,-0.3057576701931358,3,Dark purple
185,-0.2863236861197876,-0.4559559075098628,-0.25433412098357966,-0.3057576701931358,3,Dark purple
186,-1.028374716055394,-1.1326054647802197,-0.4090746037125394,-0.3057576701931358,3,Dark purple
187,-1.1701148004251165,-1.322397413770686,-0.5186824456455525,-0.3057576701931358,3,Dark purple
188,-0.5781415068809811,-0.7447697429301373,0.02935676401951315,-0.3057576701931358,3,Dark purple
189,-0.4364014225112586,-0.34043037334175297,1.3253083068745508,-0.3057576701931358,3,Dark purple
190,-0.6365050710332197,-0.8685471009673976,0.3066001289088993,-0.3057576701931358,3,Dark purple
191,-1.0950759322293808,-1.157360936387672,-0.5315774858729658,-0.3057576701931358,3,Dark purple
192,-1.0700629761641358,-1.3141455899015353,-0.3059142818932329,-0.3057576701931358,3,Dark purple
193,-0.23629777398929713,-0.4559559075098628,0.480683171978979,-0.3057576701931358,3,Dark purple
194,-1.028374716055394,-1.1326054647802197,-0.454207244508486,-0.3057576701931358,3,Dark purple
195,-0.5698038548592326,-0.4559559075098628,1.022274861530338,-0.3057576701931358,3,Dark purple
196,-1.120088888294626,-1.1986200557334254,0.19054476686217953,-0.3057576701931358,3,Dark purple
197,-0.8699593276421745,-0.8685471009673976,-0.0351184371175534,-0.30511636864428165,3,Dark purple
198,-1.0317097768640933,-1.1326054647802197,-0.6476328479196857,-0.30511636864428165,3,Dark purple
199,-0.9333254830074623,-1.0253317544812608,0.2227823674307128,-0.30511636864428165,3,Dark purple
200,-0.8699593276421745,-0.8685471009673976,-0.1640688393916865,-0.30511636864428165,3,Dark purple
201,-0.41972611846776187,-0.47245955524816424,0.5516058932297522,-0.30511636864428165,3,Dark purple
202,-0.3697002063372714,-0.29091943012684873,0.6612137351627654,-0.30511636864428165,3,Dark purple
203,-0.7865828074246907,-0.8685471009673976,1.0351699017577514,-0.30511636864428165,3,Dark purple
204,-1.0367123680771422,-1.0418354022195622,0.4419980512967391,-0.3051174374801964,3,Dark purple
205,-1.120088888294626,-1.2811382944249325,-0.5122349255318459,-0.3051270570034292,3,Dark purple
206,-1.0400474288858415,-0.9840726351355075,-0.6089477272374457,-0.3051740857836785,3,Dark purple
207,-0.9533358478596584,-1.0748426976961651,-0.2220965204150464,-0.30522325223575736,3,Dark purple
208,-1.1917926956816622,-1.4214193002004942,-0.6282902875785656,-0.303786736766324,3,Dark purple
209,-1.1701148004251165,-1.2646346466866312,1.228595505168951,-0.3025939158854552,3,Dark purple
210,-0.9216527701770145,-0.9510653396589047,0.3259426892500193,-0.30279165052968526,3,Dark purple
211,-1.0400474288858415,-0.9840726351355075,-0.33170436234805956,-0.3043468067856566,3,Dark purple
212,-1.0950759322293808,-1.2151237034717268,-0.583157646782619,-0.30437887186309937,3,Dark purple
213,-0.7532321993376971,-0.8107843338833429,1.525181430399457,-0.30279165052968526,3,Dark purple
214,-0.8866346316856712,-1.0748426976961651,1.602551671763937,-0.3028996029570757,3,Dark purple
215,-1.120088888294626,-1.2811382944249325,-0.009328356662726781,-0.3028996029570757,3,Dark purple
216,-1.2868419287295938,-2.1063206813400024,-0.6476328479196857,-0.30507895938726515,3,Dark purple
217,-0.728219243272452,-0.7860288622758906,-0.06090851757238002,-0.30458195068690314,3,Dark purple
218,-0.878296979663923,-1.0748426976961651,-0.6282902875785656,-0.3036199983636219,3,Dark purple
219,-0.9033099357291682,-1.000576282873809,0.022909243905806495,-0.3036199983636219,3,Dark purple
220,-0.5314506555591902,-0.7942806861450415,0.6031860541394054,-0.3036199983636219,3,Dark purple
221,-1.0200370640336456,-1.1491091125185213,-0.2801242014384063,-0.3036199983636219,3,Dark purple
222,-0.6131596453723244,-0.4064449642949586,1.6412367924461768,-0.3036199983636219,3,Dark purple
223,-0.7615698513594454,-0.7942806861450415,-0.5702626065552058,-0.3036199983636219,3,Dark purple
224,-0.7615698513594454,-0.7942806861450415,-0.3381518824617662,-0.3036199983636219,3,Dark purple
225,-1.0417149592901913,-1.000576282873809,0.010014203678393185,-0.3036199983636219,3,Dark purple
226,-1.0033617599901488,-0.6209923848928769,0.13896460595252627,-0.3036199983636219,3,Dark purple
227,-1.1184213578902764,-1.2728864705557819,1.2157004649415377,-0.3019718533830667,3,Dark purple
228,-1.0317097768640933,-1.0830945215653156,-0.1511737991642732,-0.3036520634410646,3,Dark purple
229,-0.9816838647336029,-1.2563828228174805,0.6225286144805254,-0.3020252951788045,3,Dark purple
230,-1.1284265403163745,-1.2563828228174805,0.5838434937982855,-0.3020359835379521,3,Dark purple
231,-0.8699593276421745,-0.8685471009673976,1.1641203040318844,-0.3020359835379521,3,Dark purple
232,-0.8115957634899359,-1.0335835783504117,-0.3510469226891795,-0.30297869681476775,3,Dark purple
233,-0.9166501789639655,-0.8933025725748496,-0.04156595723126005,-0.30297869681476775,3,Dark purple
234,-0.2863236861197876,-0.29091943012684873,-0.3059142818932329,-0.30297869681476775,3,Dark purple
235,1.714712799099825,0.9468541502457558,-0.0931461181409133,-0.30297869681476775,2,Purple
236,-1.053387672120639,-0.9510653396589047,0.26791500822665937,-0.30297869681476775,3,Dark purple
237,-1.120088888294626,-1.1986200557334254,0.2227823674307128,-0.30297869681476775,3,Dark purple
238,-0.5197779427287424,-0.6209923848928769,-0.009328356662726781,-0.30297869681476775,3,Dark purple
239,-0.7865828074246907,-1.2811382944249325,0.08738444504287304,-0.30298938517391527,3,Dark purple
240,-0.7032062872072068,-0.6622515042386302,0.07448940481545974,-0.30298938517391527,3,Dark purple
241,-1.120088888294626,-1.3306492376398367,0.41620797084191247,-0.30128031654621895,3,Dark purple
242,-0.5364532467722392,-0.24966031078109538,0.31304764902260596,-0.30297869681476775,3,Dark purple
243,-1.0016942295857991,-1.000576282873809,1.1899103844867112,-0.30128031654621895,3,Dark purple
244,-0.8699593276421745,-0.909806220313151,3.452989944397747,-0.30128031654621895,1,Pink
245,-0.9700111519031551,-1.0170799306121103,5.658041823285423,-0.3006326019818762,1,Pink
246,-1.1217564186989757,-1.2316273512100282,1.6670268729010036,-0.3006326019818762,3,Dark purple
247,-0.8699593276421745,-1.0748426976961651,-0.6282902875785656,-0.3024442788573892,3,Dark purple
248,-0.7032062872072068,-1.0335835783504117,0.9191145397110315,-0.3024442788573892,3,Dark purple
249,-0.8649567364291255,-1.0418354022195622,-0.11893619859573992,-0.3024442788573892,3,Dark purple
250,-0.6264998886071217,-0.8933025725748496,1.4478111890349772,-0.3024442788573892,3,Dark purple
251,-0.9199852397726649,-1.2811382944249325,1.1770153442592977,-0.3024442788573892,3,Dark purple
252,-0.728219243272452,-0.6870069758460822,-0.13827875893685987,-0.3024442788573892,3,Dark purple
253,-0.9183177093683152,-0.8850507487056991,0.39041789038708585,-0.3024442788573892,3,Dark purple
254,-0.9366605438161617,-1.0335835783504117,0.24212492777183275,-0.3024442788573892,3,Dark purple
255,-0.619829766989723,-0.505466850724767,1.1834628643730043,-0.3024442788573892,3,Dark purple
256,-1.0217045944379952,-1.0418354022195622,-0.20275396007392643,-0.3024442788573892,3,Dark purple
257,-0.7765776249985927,-0.9840726351355075,-0.0931461181409133,-0.3024442788573892,3,Dark purple
258,-0.4864273346417487,-0.04336471405232797,-0.11893619859573992,-0.3024442788573892,3,Dark purple
259,-1.0650603849510867,-1.0748426976961651,-0.2607816410972863,-0.3015892101255837,3,Dark purple
260,-0.9283228917944132,-1.0583390499578638,-0.009328356662726781,-0.30164265192132156,3,Dark purple
261,-0.9533358478596584,-1.2811382944249325,-0.07380355779979333,-0.30169609371705935,3,Dark purple
262,-0.8699593276421745,-0.9510653396589047,0.667661255276472,-0.30169609371705935,3,Dark purple
263,-0.9366605438161617,-0.9510653396589047,1.118987663235938,-0.30170678207620694,3,Dark purple
264,-0.6831959223550107,-0.7942806861450415,0.4484455714104457,-0.30009283984492396,3,Dark purple
265,-1.1751173916381654,-1.1491091125185213,2.5116520077965756,-0.30010459703998627,1,Pink
266,-0.7498971385289979,-0.8107843338833429,1.2157004649415377,-0.30010459703998627,3,Dark purple
267,-1.033377307268443,-0.9263098680514524,-0.4993398853044326,-0.30178160059023995,3,Dark purple
268,-0.7865828074246907,-0.7860288622758906,1.525181430399457,-0.30180297730853506,3,Dark purple
269,-0.8866346316856712,-1.0748426976961651,0.2227823674307128,-0.2999848874175335,3,Dark purple
270,-1.120088888294626,-1.3636565331164396,1.6154467119913503,-0.3002007922723144,3,Dark purple
271,-0.9299904221987629,-1.000576282873809,12.092666896764664,-0.3002007922723144,1,Pink
272,-1.2868419287295938,-1.2811382944249325,-0.35749444280288617,-0.30253619874605836,3,Dark purple
273,-1.1434343139555216,-1.3141455899015353,-0.0351184371175534,-0.3018938283612894,3,Dark purple
274,-0.5864791589027296,-0.3734376688183558,-0.2092014801876331,-0.30084102498525384,3,Dark purple
275,-0.5864791589027296,-0.3734376688183558,-0.3188093221206462,-0.30084102498525384,3,Dark purple
276,-0.9366605438161617,-1.0748426976961651,-0.46710228473589926,-0.30084102498525384,3,Dark purple
277,-1.120088888294626,-1.0583390499578638,0.7901641374368984,-0.30084102498525384,3,Dark purple
278,-0.4614143785765038,-0.7942806861450415,4.04616179485876,-0.30084102498525384,1,Pink
279,-0.9716786823075049,-0.9758208112663567,0.7127938960724186,-0.30085171334440136,3,Dark purple
280,-0.9616734998814067,-1.0583390499578638,0.08093692492916639,-0.2990133155710194,3,Dark purple
281,-1.1217564186989757,-1.3058937660323846,0.2098873272032995,-0.299067826202672,3,Dark purple
282,-1.1034135842511295,-1.1986200557334254,-0.21564900030133974,-0.3010547921682052,3,Dark purple
283,-0.4530767265547553,-1.5286930104994534,0.5451583731160455,-0.29922922042580036,3,Dark purple
284,-0.9333254830074623,-0.9180580441823019,0.42910301106932575,-0.300413490619351,3,Dark purple
